review_id,rating,review_date,review_text,thumbs_up,review_length,rating_group,issues,issue_count,has_issue
5d916090-7da4-42da-8478-7275652b1539,2,2026-05-02 06:03:20,ribet sumpah harus nunggu ijo terus pas udah ijo mau transaksi tiba tiba biru jadi gagal!,0,16,negative,,0,False
0ef7849a-a31b-4082-8925-7e288c7aa7c8,1,2026-05-02 06:32:49,ga jelas verifikasi muka selalu gagal mau nyoba berpuluh2 x pun bukanya memudahkan malah tambah menyulitkan ujung2nya harus ke bank nya langsung,0,22,negative,face_verification_failure,1,True
d64eacea-7ce6-47ac-87e6-ee891d394f4a,5,2026-05-02 06:36:03,sangat membatu aku dalam berkerjasama,0,5,positive,,0,False
def1cfcc-0945-452c-8b9e-8d60f2f08efa,5,2026-05-02 07:03:36,cepat untuk transaksi,0,3,positive,,0,False
9ea00391-1fe4-4491-8989-2086c2ba5973,2,2026-05-02 08:08:34,"sekarang kenapa ya saya minta OTP gak muncul muncul padahal udah dari semalam mencoba, enggak kaya dulu minta otp aja sekali meminta langsung datang tapi kalau sekarang susah nya minta ampun mentang mentang udah lama gak di pakai sama pindah hp",1,41,negative,login_otp_access,1,True
3fa54c62-a96e-49c7-8085-a6917f9bf525,5,2026-05-02 08:16:24,"baru saja berhasil verifikasi setelah berkali2 gagal. terakhir bisa, dengan menempatkan no sim terdaftar di sim 1, kemudian menonaktifkan sim2, buka bca mobile dan verifikasi. silakan dicoba.",2,27,positive,,0,False
d348eb9d-dbc8-4994-a5cc-26f533dcab12,2,2026-05-02 08:43:45,"Setiap mau transaksi bikin kita jadi kyk orang bloon, lama sendiri setiap mo bayar merah mulu mentok biru. Mending saldo tf ke e-wallet, satset dia buat pembayaran",0,27,negative,,0,False
395c173b-3f33-4c8c-99da-11398c682f90,5,2026-05-02 08:54:09,donload di playstore kog gak ada sekarang,1,7,positive,,0,False
d10e6813-1aad-4a18-985e-da5fb1fbba7c,3,2026-05-02 09:21:30,"Habis di update sinyal biru terus, ga bisa buat transaksi , tgl 02/05/2026 sinyal hanya merah terus -trouble sudah diatasi",0,20,neutral,"indicator_light_stuck,app_performance,device_compatibility",3,True
94fd4b50-5ee7-48f0-8ce7-e7a43fb65d26,1,2026-05-02 09:44:23,pembayaran QR di transaksi na berhasil tapi dana blom masuk2 sudah sering bnget kya gini....,0,15,negative,,0,False
5f55fdd8-8c33-4081-8ceb-345ccf1823bc,1,2026-05-02 10:27:27,"saldo saya kesedot entah kemana, mutasi rekening jelas ada tapi ga pernah transaksi di nama tersebut. 700rb lenyap entah kemana itu, tolong dong di perbaiki ya ampun agak nyesek untuk saya kehilangan uang segitu😭",0,34,negative,,0,False
e37046f3-e2f3-4855-83e5-06adb99152fe,2,2026-05-02 11:00:13,kenapa ya merah terus indikator ny mbangking pdhl signal bagus jadi terhabat mau transaksi,0,14,negative,indicator_light_stuck,1,True
34f347fe-f799-4bd9-9928-453af2711635,1,2026-05-02 11:09:09,"Tolong untuk indikator diperbaiki lagi, mau ntransfer harus nunggu indikator warna hijau lbh dari 10menit, apa2an gk nyaman skali",0,19,negative,indicator_light_stuck,1,True
8aaab7d6-c447-4554-baa2-62fa43bf8aa0,1,2026-05-02 12:06:59,"sering trouble,",0,2,negative,app_performance,1,True
f5cb141a-f307-48ce-afb8-de0dea68b6b6,1,2026-05-02 13:31:58,"bingung lah sama apk ini udah mah daftar mbanking ke atm trus pake pulsa pula udah gitu pas udah masuk mau tf malah suruh aktivasi finansial ke cabang terdekat ,sumpah ngerjain",0,31,negative,customer_service,1,True
d2a955c1-2514-4f5b-b660-54006f0249fd,3,2026-05-02 14:20:34,"Potong HQR masih Tinggi utk mesin EDC BCA,Saran saya...samain dgn Htgh",0,11,neutral,,0,False
5887d325-7908-4f20-be46-9d48848e51a1,1,2026-05-02 14:57:57,"saldo awal ada 100k, dipake 13k tapi kok saldo tinggal 58k itu sisanya kemana, dimutasi cuma ada yg 13k itu doang.",0,21,negative,,0,False
54864f2c-c96d-4622-900a-ea7dd9c76955,5,2026-05-02 14:59:08,mantap,0,1,positive,,0,False
ee232343-737d-4b59-9ee2-f0a8b34cd897,5,2026-05-02 15:29:51,BCA terbaik disegala sisi keamanan dan kenyamanan,0,7,positive,,0,False
89dfa885-dfe9-4f65-93cc-ccdeeb8a528a,5,2026-05-02 16:10:40,"Oke, sudah diperbaiki, dan sinyal saat buka aplikasi ini sudah tidak ngadat lagi. Terima kasih telah mendengarkan keluhan saya",0,19,positive,,0,False
711bfbf4-8092-4c58-991e-f3f4552185dc,5,2026-05-02 16:23:19,josssssss,0,1,positive,,0,False
319b577a-1806-475f-aa5a-8cc09727b4b0,5,2026-05-02 16:52:48,good apps,0,2,positive,,0,False
1c19e3f9-d47b-44fe-9eda-d6ca32441911,2,2026-05-02 17:11:04,"kode otp untuk aktifasi mobile banking ga masuk masuk, tp pulsa terus kepotong, gmn ini bca skrg..",0,17,negative,login_otp_access,1,True
e1eef473-1000-41c6-8c2a-3ea6eb408929,5,2026-05-02 17:59:08,mntap,0,1,positive,,0,False
5bcbc3bd-d7a5-4f61-97da-156ad6636bce,2,2026-05-02 18:01:32,"udah 1 Minggu errorr, tapi sampe sekarang tidak ada tanggapan dari BCA. kalo apk Tidk bisa digunakan jangan dibuat",0,19,negative,app_performance,1,True
89ce3932-6ef7-49c3-8ac0-f81b294ca006,4,2026-05-02 19:06:47,sangat baik dan manfaatnya membantu sekali,2,6,positive,,0,False
e3f74dc7-a159-4d0c-b9d7-d2e5ad5ff0aa,5,2026-05-02 19:34:57,Membantu,0,1,positive,,0,False
e54a70f8-431c-416b-ac65-fbd8aeadb587,2,2026-05-02 20:44:30,"lagi beli di warung madura, saldo udah kepotong tp malah belom masuk ke gopay warungnya :( akhirnya saya tinggal belanjaannya",0,20,negative,,0,False
45e89e1d-ee53-431b-82c2-7206e092a9b2,5,2026-05-02 20:54:20,Baik,0,1,positive,,0,False
6b00fa7d-57a0-4a51-b48b-1a50c9803ed4,5,2026-05-02 21:03:45,sangat membantu,0,2,positive,,0,False
6f16b62b-4bcb-4eca-a560-5b8e1e7aeb4e,5,2026-05-02 21:05:03,bagus,0,1,positive,,0,False
48a3bd93-77c1-4374-a963-e2ef685145e0,5,2026-05-02 21:45:36,"Jadi ngeri.. qris gagal tapi saldo kepotong... lumayan lagi Rp 225.000,- parah....",0,12,positive,transaction_failed_balance_deducted,1,True
19ee942b-a0da-477f-b5bf-91b1a53c7f38,1,2026-05-02 22:26:04,apk nya ribet,0,3,negative,,0,False
8b5b7057-14b9-4482-be55-303481efb4bc,2,2026-05-02 22:49:57,buka file download rek koran agak ruwet,0,7,negative,,0,False
a3fc583b-7a51-4c95-9d00-0f7f159e0a4b,1,2026-05-02 22:50:16,APLIKASI GABISA BERKEMBANG GAUSAH ADAIN CS KALO TAKUT KOMPLENAN COSTUMER MASA TRANSAKSI SUKSES GA MASUK KE YANG DI TRANSFER UDH IKUTIN ARAHAN LEWAT CS DI WA MALAH SURUH DOWNLOAD HALO BCA UDH DOWNLOAD JAWABANNYA SURUH DOWNLOAD LG DOWNLOAD APAN LGI MASA COSTUMER MAU KOMPLEN SALDO DIPERSULIT SELAMA INI BAYAR BULANAN UNTUK APA?,0,52,negative,customer_service,1,True
18be867b-59d8-4950-b582-bc94e22b6bf1,5,2026-05-02 23:40:55,perlu di beri kebebasan untuk menghapus semua transaksi,0,8,positive,,0,False
ba4e50e7-8c58-4dab-a898-b3ec821a4412,1,2026-05-02 23:50:34,assalamualaikum selamat malem ibu/bapak dari bank BCA mobile saya tidak bisa masuk ke mobile BCA kenpah iya,0,17,negative,login_otp_access,1,True
863079c8-d18e-4c29-b990-6b4153225fb0,3,2026-05-03 00:08:35,masa baru2 ini disuruh verifikasi mulu kalo mau masuk apk nya,0,11,neutral,,0,False
c102b514-081e-4abc-b3ee-c12f1796ab4a,5,2026-05-03 00:29:15,good,0,1,positive,,0,False
455379cd-88ce-4fcb-8456-c9803fd5cdb5,2,2026-05-03 03:07:04,ribet bngat permuk ga di acc acc,0,7,negative,,0,False
24fc8847-c50a-4747-ab5d-bc82031152ed,5,2026-05-03 04:57:14,sangat membantu,0,2,positive,,0,False
9e0728cf-8305-40ad-88e7-e2cb1488470a,5,2026-05-03 06:01:54,good,0,1,positive,,0,False
17789aa0-a314-4828-8148-bc9a4cedd0fd,1,2026-05-03 06:32:22,"sampah,cuma BCA doang yg banyak ganguan,di BRI BNI dan yg lain aman aman doang disini keluar sendiri duit kepotong gajelas,KLO ga teliti bisa rugi nyimpen duit disini",0,27,negative,"unexplained_deduction,app_performance",2,True
737c84e4-cae4-458d-bdef-a64b0304644a,4,2026-05-03 08:35:48,"apakah sedang gangguan ka, punya saya cuma bisa login, dan indikator selalu merah?",0,13,positive,"indicator_light_stuck,app_performance",2,True
a5db0360-9915-429c-ae3f-ed7479ac6d88,4,2026-05-03 10:18:22,Aplikasi m BCA ko makin lemot aja.. ga sperti awal awal nyaman bisa di andalkan saat sedang butuh pengiriman cepat..,2,20,positive,app_performance,1,True
0182b0e8-a1be-4d01-8ab8-04273d0a5b08,1,2026-05-03 10:46:51,kenapa gak bisa di buka aplikasi BCA mobile nya,0,9,negative,app_performance,1,True
0f2beed9-aa9b-4949-b90a-6dc0688e1697,1,2026-05-03 12:33:00,"Tolonglah diperbaiki, susah QRIS giliran transfer gampang, jangan gitu la.",0,10,negative,,0,False
27d08919-9d36-4bf9-8e4f-eabdf4bd164d,5,2026-05-03 14:08:39,sangat bagus dan mumudah kan transaksi top bgt,0,8,positive,,0,False
69a6e332-5f00-4024-aa08-e34fc9fcd65d,5,2026-05-03 14:46:31,goodjob,0,1,positive,,0,False
18be2346-46ee-4ee2-8cce-3c61b21fd002,2,2026-05-03 14:49:34,per Minggu terima TF dari BCA PPN rp.10000 dan lalu berikutnya setiap kali terima TF dari BCA PPN rp.1000. rekening baru banyak pajak ny.,0,24,negative,,0,False
6ead6af1-ccf4-4d35-a84e-2ecec95b1e4e,5,2026-05-03 17:53:41,mempermudah dalam transaksi tanpa trobel,3,5,positive,,0,False
3457e179-58ee-4fe0-aa46-b7b9bd874337,5,2026-05-03 18:04:13,mantab,0,1,positive,,0,False
39799fc5-4537-4f96-b199-f799b6dbba50,1,2026-05-03 18:13:56,"kok mengecewakan yah gangguan mulu padahal sinyal bagus banking yang lain aman saja hanya BCA yg lelet, mohon perbaikannya",0,19,negative,app_performance,1,True
a0f789db-f6ee-4663-800d-d03a0b6b9bf7,5,2026-05-03 18:38:46,sangat mantap,0,2,positive,,0,False
74e49719-960d-47df-abca-86a0c89e4dd3,5,2026-05-03 18:44:01,bagus,0,1,positive,,0,False
1a910da9-0494-41ea-a0b4-5d6a4b33cf0d,5,2026-05-03 18:46:49,aplikasi BCA sangat membantu,0,4,positive,,0,False
1b36219b-b1a2-4aeb-84ec-55298c3b0e4f,3,2026-05-03 19:08:07,heran dgn BCA knp sering lemot utk transakasi..hari ini jug knp sinyal nya wrn merah padahal wifi ok & paket data ok..bingung.,0,22,neutral,"indicator_light_stuck,app_performance",2,True
0ff8686b-4f2c-4429-8150-b60452c9e81d,5,2026-05-03 19:11:57,baik,0,1,positive,,0,False
a269dcd8-83cd-44e8-be57-e30ae4f6b4dc,5,2026-05-03 19:18:15,bermanfaat,0,1,positive,,0,False
b3492d0b-e106-451b-8f85-3f85c4842ab9,5,2026-05-03 19:22:27,best of the best,0,4,positive,,0,False
583972de-e5ba-47df-924a-a6c61e154907,5,2026-05-03 19:53:23,sangat bagus,0,2,positive,,0,False
bd4888c9-3744-4abf-bf3c-625ea4465056,1,2026-05-03 20:19:45,sistem nya tolol,0,3,negative,,0,False
e230341e-db6a-4e67-8eb6-f2cabe1772f2,1,2026-05-03 20:27:36,kok jaringannya susah,0,3,negative,,0,False
27ad3641-ae20-4db0-aa80-8ec07391b147,5,2026-05-03 20:43:20,bagus,0,1,positive,,0,False
9dd18692-bd05-4a80-a939-210feb879244,4,2026-05-03 20:51:36,"aplikasi ini kenapa skrng lemot, indikatorwarna hijau ilang2an jadi biru, padahal sinyal bagus, buattransaksi jadi sering gagal",0,17,positive,"indicator_light_stuck,app_performance",2,True
3c9dc792-ab68-4926-bcdc-71cd22ddd2d8,3,2026-05-03 21:34:43,Bintang 3 untuk cara pemakaiannya yang ribet dengan lampu hijaunya. transaksi kadang tersendat karena lampu sinyal tiba2 jadi biru.,0,19,neutral,indicator_light_stuck,1,True
406f2bcd-a3d2-4b31-afe4-43dedf2575b8,5,2026-05-03 21:34:49,"Aplikasi yg tidak pernah update, sehingga sudah beberapa dekade sangat familier menunya. Pertahankan BCA",0,14,positive,,0,False
a8f4b0a0-6534-4b80-bcf5-313722129e96,1,2026-05-03 21:41:28,"hati2, kalau kena penipuan pihak bank belum tentu membantu",0,9,negative,,0,False
6d6b981a-3a60-43db-94ac-b650cf528c80,1,2026-05-03 22:56:00,"pembayaran pakai qris, saldo udah kepotong tp ga masuk ke merchant. di tanya ke cs katanya tunggu 1x24 jam. udah 1x 24jam, di tanya ke merchant ga masuk , ke kita juga ga masuk. tanya lagi ke CS, disuruh nunggu 20 hari kerja. maksudnya gimana!",0,45,negative,"transaction_failed_balance_deducted,customer_service",2,True
44584d07-0e1d-4773-940d-cba7fac77fc3,1,2026-05-03 23:05:38,duit saya ga keluar 500rb saat penarikan di atm dan saya hubungin cs disuruh nunggu dari 3 mei samapai tanggal 8 mei lambat banget playanan nya dan ini juga belum pasti uang kembalil atau tidak. bobrok banget nih server nya bca pengen nya nagmbil duit nasabah doang layan buruk tambah lagi aplikasi mobile banking nya mesti nungguin indikator merah sampai hijau kadang suka stak di biru bikin lambat buat transaksi,1,70,negative,"indicator_light_stuck,customer_service",2,True
97aac7c7-d9a3-476f-a7b3-3628f4c33477,5,2026-05-03 23:29:56,ok,0,1,positive,,0,False
47d336d0-71ea-496e-ba02-646a7a77f85e,1,2026-05-04 03:34:07,ini aplikaai jadi tolol bgini w ganti hp dia gk mau coba tolong diperbaiki lagi layanannya,0,16,negative,,0,False
c191474b-e7ea-4f1f-b0a5-8de3e47aaf65,1,2026-05-04 04:09:56,GK bisa login,0,3,negative,login_otp_access,1,True
46447c9b-64f0-4fe0-b74c-12384370f55c,5,2026-05-04 05:49:58,"salah satu bank terbaik di Indonesia ,semoga jaya sukses selalu aku bangga jadi nasabahnya",0,14,positive,,0,False
5dd0f6f6-3fcb-4829-b289-09573fd2ffef,5,2026-05-04 07:53:59,bagus,0,1,positive,,0,False
6bd84ed4-3b7c-49f9-a715-d0c9b0166ef1,5,2026-05-04 08:38:28,"error 205 tp hanya di hp saya,di hp yg lain tidak,adakah solusi?",0,12,positive,app_performance,1,True
418440f4-c96b-4e66-8adf-2da489da4114,5,2026-05-04 08:41:07,akurat,0,1,positive,,0,False
d1486935-6e47-4ba8-88ad-edcebdec37bc,3,2026-05-04 09:06:35,kenapa lama banget kirim kode otp nya sih??,0,8,neutral,login_otp_access,1,True
324d039a-9a0a-43a9-a428-f960553fd4b4,5,2026-05-04 09:13:26,Sangat bgus & membantu .,0,5,positive,,0,False
e46194c0-c597-4ab6-b4af-44e99c315f5c,3,2026-05-04 09:21:09,sering gangguan,0,2,neutral,app_performance,1,True
65e5f024-a727-4a05-be92-e46ab1a03296,5,2026-05-04 09:38:31,sangat baik,0,2,positive,,0,False
64a9e372-309a-480b-a2b5-10b43bf84f42,5,2026-05-04 09:49:09,ok,0,1,positive,,0,False
a51004a9-f3e1-4fa3-bc54-27233feba6cf,1,2026-05-04 09:59:13,"verifikasi ulang mulu + verifikasi itu butuh pulsa, dan udh ketarik pulsa ngulang lagi ke awal",0,16,negative,,0,False
58f40c0c-d27b-4708-a979-626604da80e4,5,2026-05-04 10:17:39,saya coba lagi,0,3,positive,,0,False
f1851835-97ef-4d6c-8dcd-3dc931ab05d4,1,2026-05-04 10:21:03,bca gagguan terus tiap update fotoin pdhl kamera jelas bisa,0,10,negative,,0,False
fb9d4f0d-f517-47e8-8828-5cb77c09848c,5,2026-05-04 10:28:55,bagus,0,1,positive,,0,False
24625dd8-452f-4493-8ae3-b0b86520161a,5,2026-05-04 10:31:23,aplikasi ok,0,2,positive,,0,False
7d34f2f4-f2bd-44a9-bf68-21c3faa93b6c,5,2026-05-04 10:45:01,ok,0,1,positive,,0,False
74f28414-ec94-4734-a249-747ebd98b83f,2,2026-05-04 10:53:13,"mindahin mbanking ke hp yg lain, udh berhasil tpi knp transaksi tidak dapat di proses jadi saya gabisa buka mbanking, saya udh nunggu 3 mingguan",0,25,negative,,0,False
611e1732-9aaa-4a76-9e12-697a12b39eb7,5,2026-05-04 11:01:45,sangat bagus dan lancar cuman ga ada notip kalo ada yg transper,1,12,positive,,0,False
2623450d-7fea-49aa-95fe-87a660b8cb46,5,2026-05-04 12:10:34,aplikasi yg sangat membantu sekali untuk aktifitas d mana saja,1,10,positive,,0,False
93a4ac98-1a25-4666-a13c-10fe40faeb5e,1,2026-05-04 12:16:29,BCA Gak jelas Otp Gak di kirim Kirim Pulsa mah udh habis 50rb otp nya ga ada aneh,0,18,negative,login_otp_access,1,True
f9d33612-cac1-4550-b571-d3d3b36a3d20,1,2026-05-04 12:59:36,sampah sampah .. nunggu otp ga nyampe2 .. pdahal sinyal full,0,11,negative,login_otp_access,1,True
2953ff69-33c6-4060-95b1-fa4b4355f4a1,5,2026-05-04 14:14:51,mengunakan BCA Mobile lebih praktis,0,5,positive,,0,False
36f6ccfc-03c2-493f-baf0-3d9c16622f98,1,2026-05-04 14:30:03,"pengajuan penggantian kartu ATM via BCA Mobile selalu gagal di pengiriman, 2x pengiriman gagal, sudah 3x laporan juga tetap gagal dengan alasan alamat yang tertera tidak jelas. ini kurir Bodoh apa gimna ya ???? saya selalu menggunakan alamat tersebut untuk transaksi online juga tidak ada masalah. kalau misal ada masalah juga bisa menghubungi ybs di nomor yang tertera. kok bisa"" nya langsung konfirmasi alamat tidak jelas dan cancel pengiriman 2x 🫵",1,71,negative,customer_service,1,True
a81114b2-66f8-4589-9264-7c20db21a515,1,2026-05-04 14:33:38,makin hari aplikasi semakin lambat,0,5,negative,,0,False
98034ea2-bc07-4f41-8e0c-6d9f93c43a07,1,2026-05-04 15:23:38,saya tidak bisa melakukan transfer via mbaking...lalu chat via BCA wa robot yg jawab dan pertanyaan yg berulang2...🤦🏻‍♂️,0,18,negative,,0,False
73c7f781-7fb8-426e-ba83-25f485e6dc5d,2,2026-05-04 15:25:11,Transfer ke Bank Ina Perdana trobel,2,6,negative,,0,False
039cf60a-6aa0-4192-89e9-59ecf3a0d0cb,1,2026-05-04 18:18:25,terlalu banyak ai,0,3,negative,,0,False
3af4c84c-892a-48fd-8815-3db55635012a,1,2026-05-04 18:25:18,After pembaruan APK nya jadi lemot... Mau Login gabisa mulu,0,10,negative,app_performance,1,True
4ca5bb90-8b78-4d2e-a967-c56ad1176a20,1,2026-05-04 18:27:45,jelek sinyal bagus gak mlah jadi meraj,0,7,negative,,0,False
ef48c84b-1350-4ce8-95b0-7297c173f734,1,2026-05-04 19:02:33,"lemot amat Bca, duh sekelas Bca ngecewain banget. mau buka bca aja cek saldo nunggu lampu hijau. mau scan qris juga lama, kadang mala gagal trus nunggu hijaunya lamaaaa. huhh",0,30,negative,"transaction_failed_balance_deducted,indicator_light_stuck,app_performance",3,True
00534aa7-8be5-4158-9ca0-a8021fd26d35,5,2026-05-04 19:57:17,"Hati-hati memakai BCA Mobile Banking, sekarang banyak pembohong.",0,8,positive,,0,False
89dff556-4c93-43a7-8e6f-630ed344097c,4,2026-05-04 20:21:53,sangat membantu,0,2,positive,,0,False
6229d4e2-aa09-49cb-932f-458d2ee71200,4,2026-05-04 20:26:01,fungsi hapus inbok eror,0,4,positive,app_performance,1,True
88ab0c4e-d1af-494f-a51f-cd137dbbfe63,5,2026-05-04 20:34:13,Bagus,0,1,positive,,0,False
e88bf855-3a1e-420a-90ce-351e1edf8fd4,5,2026-05-04 20:36:45,aman nyaman terpercaya,0,3,positive,,0,False
6135ecd6-f3ce-44f0-8e36-07763117269a,4,2026-05-04 21:04:29,semoga gak ribet lagi pas masuk nya ya,0,8,positive,,0,False
bfc6362d-6ded-42d9-872e-57689cb6cc8d,1,2026-05-04 21:19:54,"saya baru login kembali ke bca mobile tapi belum ada balasana, Habis habisin pulsa saja, kode verifikasi tidak ada pemberitahuan masuk",3,21,negative,,0,False
